t_s,true_range_m,est_range_m,bearing_deg,left_rad_s,right_rad_s,detected
54.144,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.176,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.208,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.24,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.272,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.304,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.336,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.368,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.4,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.432,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.464,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.496,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.528,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.56,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.592,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.624,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.656,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.688,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.72,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.752,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.784,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.816,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.848,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.88,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.912,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.944,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
54.976,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
55.008,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
55.04,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
55.072,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
55.104,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
55.136,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
55.168,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
55.2,0.4372620958565478,0.4285465503564924,0.0,0.0,0.0,1
